,prompt,orig_completion,completion
5941,What's the breakdown of Session Per User by Landing Page URL in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_url"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:initial_page_url}"
5942,Session Per User by Session Exit Page URL,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_latest_page_url"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:session_latest_page_url}"
5943,What's the breakdown of Session Per User by Session Exit Page URL in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_latest_page_url"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:session_latest_page_url}"
5944,What's the breakdown of Session Per User by Session Exit Page URL in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_latest_page_url"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:session_latest_page_url}"
5945,What's the breakdown of Session Per User by Session Exit Page URL in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_latest_page_url"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:session_latest_page_url}"
5946,Session Per User by Timestamp,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$timestamp"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:timestamp}"
5947,What's the breakdown of Session Per User by Timestamp in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$timestamp"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:timestamp}"
5948,What's the breakdown of Session Per User by Timestamp in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$timestamp"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:timestamp}"
5949,What's the breakdown of Session Per User by Timestamp in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$timestamp"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:timestamp}"
5950,Session Per User by Session Time Spent,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:session_spent_time}"
5951,What's the breakdown of Session Per User by Session Time Spent in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:session_spent_time}"
5952,What's the breakdown of Session Per User by Session Time Spent in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:session_spent_time}"
5953,What's the breakdown of Session Per User by Session Time Spent in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:session_spent_time}"
5954,Session Per User by Landing Page Load Time,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:initial_page_load_time}"
5955,What's the breakdown of Session Per User by Landing Page Load Time in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:initial_page_load_time}"
5956,What's the breakdown of Session Per User by Landing Page Load Time in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:initial_page_load_time}"
5957,What's the breakdown of Session Per User by Landing Page Load Time in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:initial_page_load_time}"
5958,Session Per User by Landing Page Scroll Percent,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:initial_page_scroll_percent}"
5959,What's the breakdown of Session Per User by Landing Page Scroll Percent in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:initial_page_scroll_percent}"
5960,What's the breakdown of Session Per User by Landing Page Scroll Percent in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:initial_page_scroll_percent}"
5961,What's the breakdown of Session Per User by Landing Page Scroll Percent in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:initial_page_scroll_percent}"
5962,Session Per User by Type of content,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""Type of content"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:Typeofcontent}"
5963,What's the breakdown of Session Per User by Type of content in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""Type of content"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:Typeofcontent}"
5964,What's the breakdown of Session Per User by Type of content in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""Type of content"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:Typeofcontent}"
5965,What's the breakdown of Session Per User by Type of content in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""Type of content"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:Typeofcontent}"
5966,Session Per User by Latest Page Scroll Percent,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_scroll_percent"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:latest_page_scroll_percent}"
5967,What's the breakdown of Session Per User by Latest Page Scroll Percent in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_scroll_percent"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:latest_page_scroll_percent}"
5968,What's the breakdown of Session Per User by Latest Page Scroll Percent in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_scroll_percent"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:latest_page_scroll_percent}"
5969,What's the breakdown of Session Per User by Latest Page Scroll Percent in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_scroll_percent"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:latest_page_scroll_percent}"
5970,Session Per User by Initial Page Domain,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_domain"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:initial_page_domain}"
5971,What's the breakdown of Session Per User by Initial Page Domain in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_domain"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:initial_page_domain}"
5972,What's the breakdown of Session Per User by Initial Page Domain in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_domain"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:initial_page_domain}"
5973,What's the breakdown of Session Per User by Initial Page Domain in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_domain"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:initial_page_domain}"
5974,Session Per User by 6signal City,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_city"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:6Signal_city}"
5975,What's the breakdown of Session Per User by 6signal City in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_city"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:6Signal_city}"
5976,What's the breakdown of Session Per User by 6signal City in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_city"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:6Signal_city}"
5977,What's the breakdown of Session Per User by 6signal City in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_city"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:6Signal_city}"
5978,Session Per User by Initial Page Load Time,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:initial_page_load_time}"
5979,What's the breakdown of Session Per User by Initial Page Load Time in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:initial_page_load_time}"
5980,What's the breakdown of Session Per User by Initial Page Load Time in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:initial_page_load_time}"
5981,What's the breakdown of Session Per User by Initial Page Load Time in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_load_time"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:initial_page_load_time}"
5982,Session Per User by Device Manufacturer,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_manufacturer"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:device_manufacturer}"
5983,What's the breakdown of Session Per User by Device Manufacturer in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_manufacturer"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:device_manufacturer}"
5984,What's the breakdown of Session Per User by Device Manufacturer in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_manufacturer"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:device_manufacturer}"
5985,What's the breakdown of Session Per User by Device Manufacturer in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_manufacturer"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:device_manufacturer}"
5986,Session Per User by Browser Version,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser_version"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:browser_version}"
5987,What's the breakdown of Session Per User by Browser Version in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser_version"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:browser_version}"
5988,What's the breakdown of Session Per User by Browser Version in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser_version"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:browser_version}"
5989,What's the breakdown of Session Per User by Browser Version in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser_version"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:browser_version}"
5990,Session Per User by Email ID,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$email"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:email}"
5991,What's the breakdown of Session Per User by Email ID in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$email"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:email}"
5992,What's the breakdown of Session Per User by Email ID in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$email"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:email}"
5993,What's the breakdown of Session Per User by Email ID in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$email"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:email}"
5994,Session Per User by Latest Referrer Domain,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_domain"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:latest_referrer_domain}"
5995,What's the breakdown of Session Per User by Latest Referrer Domain in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_domain"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:latest_referrer_domain}"
5996,What's the breakdown of Session Per User by Latest Referrer Domain in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_domain"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:latest_referrer_domain}"
5997,What's the breakdown of Session Per User by Latest Referrer Domain in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_domain"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:latest_referrer_domain}"
5998,Session Per User by Latest Content,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_content"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:latest_content}"
5999,What's the breakdown of Session Per User by Latest Content in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_content"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:latest_content}"
6000,What's the breakdown of Session Per User by Latest Content in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_content"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:latest_content}"
6001,What's the breakdown of Session Per User by Latest Content in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_content"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:latest_content}"
6002,Session Per User by 6signal Sic,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:6Signal_sic}"
6003,What's the breakdown of Session Per User by 6signal Sic in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:6Signal_sic}"
6004,What's the breakdown of Session Per User by 6signal Sic in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:6Signal_sic}"
6005,What's the breakdown of Session Per User by 6signal Sic in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:6Signal_sic}"
6006,Session Per User by Initial Medium,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_medium"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:initial_medium}"
6007,What's the breakdown of Session Per User by Initial Medium in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_medium"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:initial_medium}"
6008,What's the breakdown of Session Per User by Initial Medium in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_medium"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:initial_medium}"
6009,What's the breakdown of Session Per User by Initial Medium in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_medium"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:initial_medium}"
6010,Session Per User by Latest Page URL,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_url"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:latest_page_url}"
6011,What's the breakdown of Session Per User by Latest Page URL in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_url"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:latest_page_url}"
6012,What's the breakdown of Session Per User by Latest Page URL in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_url"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:latest_page_url}"
6013,What's the breakdown of Session Per User by Latest Page URL in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_page_url"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:latest_page_url}"
6014,Session Per User by 6signal Address,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_address"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:sessions_per_user,qf:-,qb:6Signal_address}"
6015,What's the breakdown of Session Per User by 6signal Address in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_address"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:6Signal_address}"
6016,What's the breakdown of Session Per User by 6signal Address in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_address"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:6Signal_address}"
6017,What's the breakdown of Session Per User by 6signal Address in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_address"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:6Signal_address}"
