,prompt,orig_completion,completion
6652,Bounce rate by 6signal Sic Description,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic_description"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_sic_description}"
6653,What's the breakdown of Bounce rate by 6signal Sic Description in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic_description"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_sic_description}"
6654,What's the breakdown of Bounce rate by 6signal Sic Description in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic_description"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_sic_description}"
6655,What's the breakdown of Bounce rate by 6signal Sic Description in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic_description"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_sic_description}"
6656,Bounce rate by Latest Keyword Match UnitType,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_keyword_match_type"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:latest_keyword_match_type}"
6657,What's the breakdown of Bounce rate by Latest Keyword Match UnitType in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_keyword_match_type"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:latest_keyword_match_type}"
6658,What's the breakdown of Bounce rate by Latest Keyword Match UnitType in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_keyword_match_type"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:latest_keyword_match_type}"
6659,What's the breakdown of Bounce rate by Latest Keyword Match UnitType in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_keyword_match_type"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:latest_keyword_match_type}"
6660,Bounce rate by 6signal Annual Revenue,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_annual_revenue"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_annual_revenue}"
6661,What's the breakdown of Bounce rate by 6signal Annual Revenue in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_annual_revenue"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_annual_revenue}"
6662,What's the breakdown of Bounce rate by 6signal Annual Revenue in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_annual_revenue"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_annual_revenue}"
6663,What's the breakdown of Bounce rate by 6signal Annual Revenue in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_annual_revenue"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_annual_revenue}"
6664,Bounce rate by Latest Referrer URL,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_url"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:latest_referrer_url}"
6665,What's the breakdown of Bounce rate by Latest Referrer URL in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_url"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:latest_referrer_url}"
6666,What's the breakdown of Bounce rate by Latest Referrer URL in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_url"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:latest_referrer_url}"
6667,What's the breakdown of Bounce rate by Latest Referrer URL in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_url"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:latest_referrer_url}"
6668,Bounce rate by Latest Creative,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_creative"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:latest_creative}"
6669,What's the breakdown of Bounce rate by Latest Creative in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_creative"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:latest_creative}"
6670,What's the breakdown of Bounce rate by Latest Creative in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_creative"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:latest_creative}"
6671,What's the breakdown of Bounce rate by Latest Creative in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_creative"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:latest_creative}"
6672,Bounce rate by 6signal Naics Description,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics_description"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_naics_description}"
6673,What's the breakdown of Bounce rate by 6signal Naics Description in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics_description"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_naics_description}"
6674,What's the breakdown of Bounce rate by 6signal Naics Description in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics_description"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_naics_description}"
6675,What's the breakdown of Bounce rate by 6signal Naics Description in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics_description"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_naics_description}"
6676,Bounce rate by Session Spent Time,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:session_spent_time}"
6677,What's the breakdown of Bounce rate by Session Spent Time in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:session_spent_time}"
6678,What's the breakdown of Bounce rate by Session Spent Time in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:session_spent_time}"
6679,What's the breakdown of Bounce rate by Session Spent Time in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:session_spent_time}"
6680,Bounce rate by Total Cost,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_cost"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:total_cost}"
6681,What's the breakdown of Bounce rate by Total Cost in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_cost"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:total_cost}"
6682,What's the breakdown of Bounce rate by Total Cost in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_cost"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:total_cost}"
6683,What's the breakdown of Bounce rate by Total Cost in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_cost"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:total_cost}"
6684,Bounce rate by User ID,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$user_id"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:user_id}"
6685,What's the breakdown of Bounce rate by User ID in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$user_id"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:user_id}"
6686,What's the breakdown of Bounce rate by User ID in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$user_id"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:user_id}"
6687,What's the breakdown of Bounce rate by User ID in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$user_id"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:user_id}"
6688,Bounce rate by Browser,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:browser}"
6689,What's the breakdown of Bounce rate by Browser in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:browser}"
6690,What's the breakdown of Bounce rate by Browser in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:browser}"
6691,What's the breakdown of Bounce rate by Browser in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:browser}"
6692,Bounce rate by Initial Adgroup,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_adgroup"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:initial_adgroup}"
6693,What's the breakdown of Bounce rate by Initial Adgroup in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_adgroup"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:initial_adgroup}"
6694,What's the breakdown of Bounce rate by Initial Adgroup in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_adgroup"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:initial_adgroup}"
6695,What's the breakdown of Bounce rate by Initial Adgroup in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_adgroup"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:initial_adgroup}"
6696,Bounce rate by 6signal Zip,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_zip"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_zip}"
6697,What's the breakdown of Bounce rate by 6signal Zip in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_zip"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_zip}"
6698,What's the breakdown of Bounce rate by 6signal Zip in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_zip"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_zip}"
6699,What's the breakdown of Bounce rate by 6signal Zip in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_zip"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_zip}"
6700,Bounce rate by Country,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$country"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:country}"
6701,What's the breakdown of Bounce rate by Country in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$country"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:country}"
6702,What's the breakdown of Bounce rate by Country in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$country"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:country}"
6703,What's the breakdown of Bounce rate by Country in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$country"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:country}"
6704,Bounce rate by Initial Keyword Match UnitType,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword_match_type"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:initial_keyword_match_type}"
6705,What's the breakdown of Bounce rate by Initial Keyword Match UnitType in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword_match_type"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:initial_keyword_match_type}"
6706,What's the breakdown of Bounce rate by Initial Keyword Match UnitType in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword_match_type"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:initial_keyword_match_type}"
6707,What's the breakdown of Bounce rate by Initial Keyword Match UnitType in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword_match_type"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:initial_keyword_match_type}"
6708,Bounce rate by Latest Referrer,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:latest_referrer}"
6709,What's the breakdown of Bounce rate by Latest Referrer in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:latest_referrer}"
6710,What's the breakdown of Bounce rate by Latest Referrer in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:latest_referrer}"
6711,What's the breakdown of Bounce rate by Latest Referrer in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:latest_referrer}"
6712,Bounce rate by 6signal Employee Count,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_count"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_employee_count}"
6713,What's the breakdown of Bounce rate by 6signal Employee Count in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_count"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_employee_count}"
6714,What's the breakdown of Bounce rate by 6signal Employee Count in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_count"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_employee_count}"
6715,What's the breakdown of Bounce rate by 6signal Employee Count in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_employee_count"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_employee_count}"
6716,Bounce rate by Platform,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$platform"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:platform}"
6717,What's the breakdown of Bounce rate by Platform in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$platform"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:platform}"
6718,What's the breakdown of Bounce rate by Platform in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$platform"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:platform}"
6719,What's the breakdown of Bounce rate by Platform in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$platform"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:platform}"
6720,Bounce rate by Initial Referrer Domain,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_domain"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:initial_referrer_domain}"
6721,What's the breakdown of Bounce rate by Initial Referrer Domain in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_domain"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:initial_referrer_domain}"
6722,What's the breakdown of Bounce rate by Initial Referrer Domain in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_domain"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:initial_referrer_domain}"
6723,What's the breakdown of Bounce rate by Initial Referrer Domain in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_domain"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:initial_referrer_domain}"
6724,Bounce rate by 6signal Revenue Range,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_revenue_range"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:6Signal_revenue_range}"
6725,What's the breakdown of Bounce rate by 6signal Revenue Range in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_revenue_range"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:6Signal_revenue_range}"
6726,What's the breakdown of Bounce rate by 6signal Revenue Range in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_revenue_range"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:6Signal_revenue_range}"
6727,What's the breakdown of Bounce rate by 6signal Revenue Range in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_revenue_range"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:6Signal_revenue_range}"
6728,Bounce rate by Hour of First Event,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$hour_of_first_event"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:hour_of_first_event}"
